,User-ID,Age,Country,ISBN,Book-Rating,Avg_Rating,Total_No_Of_Users_Rated,Book-Title,Book-Author,Year-Of-Publication,Publisher
83619,143163,26.0,usa,0786881852,9,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83626,170634,36.0,usa,0786881852,9,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83635,201768,47.0,canada,0786881852,8,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83640,210485,35.0,usa,0786881852,7,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83642,216444,57.0,netherlands,0786881852,7,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83646,236283,41.0,usa,0786881852,8,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83651,250405,55.0,usa,0786881852,7,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83657,266056,47.0,usa,0786881852,5,7.51,100,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997.0,Hyperion
83662,6563,31.0,usa,0787123730,4,4.0,1,Mother of Pearl,Melinda Haynes,1999.0,Dove Books
83663,6563,31.0,usa,0804114609,10,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83664,7125,28.0,usa,0804114609,10,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83665,8067,26.0,usa,0804114609,7,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83666,16795,47.0,usa,0804114609,8,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83670,60244,47.0,usa,0804114609,8,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83672,70415,57.0,usa,0804114609,9,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83674,136348,51.0,usa,0804114609,7,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83675,156467,38.0,usa,0804114609,10,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83676,162738,35.0,usa,0804114609,8,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83677,172742,44.0,usa,0804114609,9,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83678,178199,36.0,usa,0804114609,9,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83681,221445,36.0,usa,0804114609,8,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83682,235935,43.0,usa,0804114609,9,8.25,24,Patty Jane's House of Curl,Lorna Landvik,1999.0,Ivy Books
83692,6563,31.0,usa,0812967240,7,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83693,8245,31.0,usa,0812967240,7,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83694,12538,18.0,usa,0812967240,6,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83695,16795,47.0,usa,0812967240,8,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83699,76818,49.0,usa,0812967240,5,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83703,142524,36.0,usa,0812967240,8,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83705,157273,37.0,usa,0812967240,8,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83708,171970,36.0,usa,0812967240,10,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83709,183046,33.0,canada,0812967240,8,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83710,211344,32.0,usa,0812967240,6,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83712,224430,36.0,usa,0812967240,5,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83713,234359,35.0,usa,0812967240,2,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83715,235935,43.0,usa,0812967240,8,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83718,258938,27.0,usa,0812967240,8,6.925925925925926,27,It's My F---ing Birthday : A Novel,MERRILL MARKOE,2002.0,Villard
83724,6563,31.0,usa,1558745017,5,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83725,16795,47.0,usa,1558745017,7,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83727,35859,36.0,usa,1558745017,9,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83728,40889,37.0,usa,1558745017,10,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83731,68555,36.0,usa,1558745017,8,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83733,112001,43.0,usa,1558745017,10,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83739,170634,36.0,usa,1558745017,8,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83740,183995,49.0,usa,1558745017,7,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83745,250300,22.0,singapore,1558745017,10,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83746,278137,27.0,usa,1558745017,8,8.217391304347826,23,Chicken Soup for the Christian Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1997.0,Health Communications
83747,6563,31.0,usa,1558746226,5,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83748,10447,36.0,usa,1558746226,6,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83750,11676,28.0,nan,1558746226,9,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83753,82831,21.0,usa,1558746226,8,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83754,104636,36.0,usa,1558746226,9,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83759,148744,67.0,usa,1558746226,10,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83763,205735,26.0,usa,1558746226,7,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83765,213150,36.0,usa,1558746226,9,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83767,236283,41.0,usa,1558746226,10,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83769,246513,23.0,usa,1558746226,10,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83771,270713,27.0,canada,1558746226,7,7.64,25,A Second Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series),Jack Canfield,1998.0,Health Communications
83775,6563,31.0,usa,1565115430,8,8.0,1,Girl in Hyacinth Blue,Susan Vreeland,2001.0,Highbridge Audio
83881,8067,26.0,usa,031298328X,10,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83887,37208,30.0,usa,031298328X,8,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83888,46909,31.0,usa,031298328X,9,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83889,60707,38.0,usa,031298328X,8,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83895,89307,61.0,usa,031298328X,8,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83896,98391,52.0,usa,031298328X,9,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83899,107784,36.0,usa,031298328X,5,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83900,114988,37.0,usa,031298328X,1,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83901,115002,29.0,sweden,031298328X,7,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83908,145449,36.0,usa,031298328X,5,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83910,156467,38.0,usa,031298328X,10,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83911,167471,29.0,canada,031298328X,8,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83915,206074,16.0,usa,031298328X,8,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83917,213150,36.0,usa,031298328X,5,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83918,221445,36.0,usa,031298328X,4,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83920,235935,43.0,usa,031298328X,9,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83922,236757,36.0,usa,031298328X,1,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83924,241980,35.0,usa,031298328X,9,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83926,250925,33.0,canada,031298328X,7,6.568627450980392,51,Full Tilt (Janet Evanovich's Full Series),Janet Evanovich,2003.0,St. Martin's Paperbacks
83934,25409,31.0,usa,0312983301,5,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83938,53220,36.0,usa,0312983301,8,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83940,60707,38.0,usa,0312983301,6,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83944,100846,39.0,usa,0312983301,8,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83946,135149,36.0,usa,0312983301,8,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83947,159732,47.0,usa,0312983301,7,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83951,183046,33.0,canada,0312983301,3,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83952,185634,36.0,usa,0312983301,8,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83953,193499,41.0,usa,0312983301,8,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83957,241980,35.0,usa,0312983301,9,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83960,258185,37.0,usa,0312983301,6,7.419354838709677,31,Full Blast (Janet Evanovich's Full Series),Janet Evanovich,2004.0,St. Martin's Paperbacks
83984,31826,54.0,usa,0451181379,10,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
83986,56554,39.0,usa,0451181379,8,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
83992,98904,28.0,usa,0451181379,7,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
83995,106849,39.0,usa,0451181379,10,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
83997,123981,46.0,usa,0451181379,9,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
83999,154469,33.0,canada,0451181379,10,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
84000,155014,36.0,usa,0451181379,5,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
84002,157247,48.0,netherlands,0451181379,8,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
84003,158295,36.0,usa,0451181379,5,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
84004,158433,36.0,usa,0451181379,7,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
84006,165319,28.0,usa,0451181379,6,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
84007,174216,36.0,usa,0451181379,8,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
84015,227705,36.0,usa,0451181379,7,7.511627906976744,43,The Door to December,Dean R. Koontz,1994.0,Signet Book
84048,16795,47.0,usa,0553284118,8,8.117647058823529,17,Creature,John Saul,1990.0,Bantam Books
84049,48025,43.0,usa,0553284118,8,8.117647058823529,17,Creature,John Saul,1990.0,Bantam Books
84053,102647,14.0,usa,0553284118,10,8.117647058823529,17,Creature,John Saul,1990.0,Bantam Books
84054,110973,43.0,usa,0553284118,9,8.117647058823529,17,Creature,John Saul,1990.0,Bantam Books
84056,194676,36.0,usa,0553284118,9,8.117647058823529,17,Creature,John Saul,1990.0,Bantam Books
84060,225087,51.0,canada,0553284118,10,8.117647058823529,17,Creature,John Saul,1990.0,Bantam Books
84061,225199,54.0,canada,0553284118,7,8.117647058823529,17,Creature,John Saul,1990.0,Bantam Books
84062,261829,32.0,usa,0553284118,7,8.117647058823529,17,Creature,John Saul,1990.0,Bantam Books
84126,6575,36.0,usa,0060198133,8,7.689655172413793,29,Five Quarters of the Orange,Joanne Harris,2001.0,William Morrow &amp; Company
84127,10447,36.0,usa,0060198133,8,7.689655172413793,29,Five Quarters of the Orange,Joanne Harris,2001.0,William Morrow &amp; Company
84128,11676,28.0,nan,0060198133,7,7.689655172413793,29,Five Quarters of the Orange,Joanne Harris,2001.0,William Morrow &amp; Company
84129,23902,32.0,united kingdom,0060198133,9,7.689655172413793,29,Five Quarters of the Orange,Joanne Harris,2001.0,William Morrow &amp; Company
84133,52853,61.0,usa,0060198133,8,7.689655172413793,29,Five Quarters of the Orange,Joanne Harris,2001.0,William Morrow &amp; Company
84153,224349,23.0,usa,0060198133,8,7.689655172413793,29,Five Quarters of the Orange,Joanne Harris,2001.0,William Morrow &amp; Company
84162,6575,36.0,usa,0060926317,2,7.55,40,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial
84163,11676,28.0,nan,0060926317,6,7.55,40,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial
84166,43246,36.0,canada,0060926317,9,7.55,40,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial
84170,102967,54.0,usa,0060926317,5,7.55,40,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial
84178,150979,34.0,usa,0060926317,8,7.55,40,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial
84179,155147,60.0,usa,0060926317,5,7.55,40,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial
84187,194600,51.0,canada,0060926317,9,7.55,40,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial
84200,274004,41.0,united kingdom,0060926317,5,7.55,40,Mutant Message Down Under,Marlo Morgan,1995.0,Perennial
84202,6575,36.0,usa,0060929790,8,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84203,8253,26.0,usa,0060929790,7,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84204,11676,28.0,nan,0060929790,8,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84210,43246,36.0,canada,0060929790,10,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84213,69078,42.0,usa,0060929790,9,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84214,76499,36.0,usa,0060929790,10,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84215,89602,36.0,usa,0060929790,9,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84222,129716,30.0,usa,0060929790,9,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84226,160819,43.0,usa,0060929790,10,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84231,201290,35.0,portugal,0060929790,9,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84240,260897,25.0,usa,0060929790,10,8.24390243902439,41,One Hundred Years of Solitude,Gabriel Garcia Marquez,1998.0,Perennial
84262,6575,36.0,usa,0060976241,8,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
84264,17003,36.0,usa,0060976241,10,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
84265,44893,36.0,usa,0060976241,8,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
84266,46398,37.0,usa,0060976241,6,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
84267,60707,38.0,usa,0060976241,9,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
84270,76499,36.0,usa,0060976241,10,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
84274,97754,46.0,usa,0060976241,5,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
84276,109461,30.0,usa,0060976241,9,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
84282,211426,24.0,usa,0060976241,9,7.592592592592593,27,The Lone Ranger and Tonto Fistfight in Heaven,Sherman Alexie,1994.0,Perennial
